artist,title,Unnamed: 0,ranking,last_week_rank,peak_position,weeks_on_chart,chart_date
Tavares,Love Storm,1977-05-07_32,32,44,32,2,1977-05-07
Tavares,Madame Butterfly,1979-02-17_32,32,46,32,2,1979-02-17
Tavares,New Directions,1982-10-09_37,37,43,37,4,1982-10-09
Tavares,Sky High!,1976-06-12_40,40,0,40,1,1976-06-12
Tavares,Supercharged,1980-03-08_40,40,60,40,2,1980-03-08
Tawatha,Welcome To My Dream,1987-08-01_36,36,52,36,4,1987-08-01
Taylor Dayne,Tell It To My Heart,1988-04-02_38,38,48,38,9,1988-04-02
Teairra Mari,Roc-A-Fella Presents Teairra Mari,2005-08-20_2,2,0,2,1,2005-08-20
Tear Da Club Up Thugs Of Three 6 Mafia,Crazyndalazdayz,1999-02-20_4,4,0,4,1,1999-02-20
Tears For Fears,Songs From The Big Chair,1985-10-12_38,38,41,38,4,1985-10-12
Tease,Tease,1986-06-07_39,39,41,39,5,1986-06-07
Tech N9ne,Absolute Power,2002-10-12_28,28,0,28,1,2002-10-12
Tech N9ne,All 6's & 7's,2011-06-25_1,1,0,1,1,2011-06-25
Tech N9ne,Boiling Point (K.O.D. Collection) (EP),2012-11-17_5,5,0,5,1,2012-11-17
Tech N9ne,E.B.A.H.,2012-10-06_4,4,0,4,1,2012-10-06
Tech N9ne,E.B.A.H. / Boiling Point: K.O.D. Collection,2012-12-08_39,39,0,39,1,2012-12-08
Tech N9ne,Everready (The Religion),2006-11-25_23,23,0,23,1,2006-11-25
Tech N9ne,K.O.D.,2009-11-14_7,7,0,7,1,2009-11-14
Tech N9ne,Killer,2008-07-19_8,8,0,8,1,2008-07-19
Tech N9ne,Klusterfuk (EP),2012-03-31_4,4,0,4,1,2012-03-31
Tech N9ne,Planet,2018-03-17_9,9,0,9,1,2018-03-17
Tech N9ne,Seepage (EP),2010-11-13_10,10,0,10,1,2010-11-13
Tech N9ne,Something Else,2013-08-17_3,3,0,3,1,2013-08-17
Tech N9ne,Special Effects,2015-05-23_1,1,0,1,1,2015-05-23
Tech N9ne,The Lost Scripts Of K.O.D. (EP),2010-04-17_31,31,0,31,1,2010-04-17
Tech N9ne,The Storm,2016-12-31_4,4,0,4,1,2016-12-31
Tech N9ne,Therapy: Sessions With Ross Robinson,2013-11-23_4,4,0,4,1,2013-11-23
Tech N9ne Collabos,Dominion,2017-04-29_16,16,0,16,1,2017-04-29
Tech N9ne Collabos,Misery Loves Kompany,2007-08-04_23,23,0,23,1,2007-08-04
Tech N9ne Collabos,Sickology 101,2009-05-16_12,12,0,12,1,2009-05-16
Tech N9ne Collabos,Strange Reign,2017-11-04_32,32,0,32,1,2017-11-04
Tech N9ne Collabos,Strangeulation,2014-05-24_1,1,0,1,1,2014-05-24
Tech N9ne Collabos,Strangeulation II,2015-12-12_4,4,0,4,1,2015-12-12
Tech N9ne Collabos,The Gates Mixed Plate,2010-08-14_5,5,0,5,1,2010-08-14
Tech N9ne Collabos,Welcome To Strangeland,2011-11-26_4,4,0,4,1,2011-11-26
Tech N9ne Presents Stevie Stone,Rollin' Stone,2012-06-30_12,12,0,12,1,2012-06-30
Tech N9ne/DJ Whoo Kid,XXL Presents: Bad Season,2011-02-12_28,28,0,28,1,2011-02-12
Technotronic,Pump Up The Jam - The Album,1990-01-27_39,39,46,39,6,1990-01-27
Teddy Pendergrass,A Little More Magic,1993-10-23_13,13,0,13,1,1993-10-23
Teddy Pendergrass,Heaven Only Knows,1983-11-26_29,29,0,29,1,1983-11-26
Teddy Pendergrass,It's Time For Love,1981-10-03_37,37,0,37,1,1981-10-03
Teddy Pendergrass,Joy,1988-05-28_27,27,0,27,1,1988-05-28
Teddy Pendergrass,Life Is A Song Worth Singing,1978-06-24_38,38,0,38,1,1978-06-24
Teddy Pendergrass,Love Language,1984-06-23_20,20,0,20,1,1984-06-23
Teddy Pendergrass,T.p.,1980-08-16_23,23,0,23,1,1980-08-16
Teddy Pendergrass,Teddy,1979-06-30_26,26,0,26,1,1979-06-30
Teddy Pendergrass,Teddy Live! Coast To Coast,1979-12-22_29,29,0,29,1,1979-12-22
Teddy Pendergrass,Teddy Pendergrass,1977-03-26_38,38,48,38,2,1977-03-26
Teddy Pendergrass,This One's For You,1982-08-28_25,25,42,25,2,1982-08-28
Teddy Pendergrass,Truly Blessed,1991-03-30_39,39,0,39,1,1991-03-30
Teddy Pendergrass,Workin' It Back,1985-11-23_35,35,60,35,2,1985-11-23
Teddy Pendergrass,You And I,1997-05-03_24,24,0,24,1,1997-05-03
Tee Grizzley,Activated,2018-05-26_6,6,0,6,1,2018-05-26
Tee Grizzley,My Moment,2017-04-29_21,21,0,21,1,2017-04-29
Tee Grizzley,Still My Moment,2018-11-24_16,16,0,16,1,2018-11-24
Tee Grizzley & Lil Durk,Bloodas,2017-12-30_34,34,0,34,1,2017-12-30
Teedra Moses,Cognac & Conversation,2015-08-29_20,20,0,20,1,2015-08-29
Teedra Moses,Complex Simplicity,2004-08-28_23,23,0,23,1,2004-08-28
Teena Marie,Beautiful,2013-02-02_13,13,0,13,1,2013-02-02
Teena Marie,Congo Square,2009-06-27_4,4,0,4,1,2009-06-27
Teena Marie,Emerald City,1986-07-19_31,31,50,31,2,1986-07-19
Teena Marie,Irons In The Fire,1980-09-20_35,35,47,35,2,1980-09-20
Teena Marie,It Must Be Magic,1981-06-20_25,25,0,25,1,1981-06-20
Teena Marie,Ivory,1990-11-03_39,39,65,39,3,1990-11-03
Teena Marie,La Dona,2004-05-29_3,3,0,3,1,2004-05-29
Teena Marie,Lady T,1980-05-10_37,37,44,37,10,1980-05-10
Teena Marie,Naked To The World,1988-04-23_22,22,44,22,2,1988-04-23
Teena Marie,Robbery,1983-11-12_33,33,0,33,1,1983-11-12
Teena Marie,Sapphire,2006-05-27_3,3,0,3,1,2006-05-27
Teena Marie,Starchild,1984-12-22_34,34,60,34,2,1984-12-22
Teena Marie,Wild + Peaceful,1979-06-16_33,33,43,33,7,1979-06-16
Tela,Double Dose,2002-10-26_18,18,0,18,1,2002-10-26
Tela,Now Or Never,1998-10-24_13,13,0,13,1,1998-10-24
Tela,Piece Of Mind,1996-11-23_18,18,0,18,1,1996-11-23
Tela,The World Ain't Enuff,2000-10-07_8,8,0,8,1,2000-10-07
Terence Trent D'Arby,Indtroducing The Hardline According To Terence Trent D'Arby,1987-12-12_33,33,41,33,6,1987-12-12
Terisa Griffin,Revival Of Soul,2016-08-27_33,33,48,33,4,2016-08-27
Terminator X & The Valley Of The Jeep Beets,Terminator X & The Valley. . .,1991-06-08_40,40,68,40,2,1991-06-08
Terminator X And The Godfathers Of Threatt,Super Bad,1994-07-09_38,38,0,38,1,1994-07-09
Terrence Howard,Shine Through It,2008-09-20_6,6,0,6,1,2008-09-20
Terror Squad,The Album,1999-10-09_4,4,0,4,1,1999-10-09
Terror Squad,True Story,2004-08-14_1,1,0,1,1,2004-08-14
Terry Ellis,Southern Gal,1995-12-02_27,27,0,27,1,1995-12-02
Tevin Campbell,Back To The World,1996-07-13_11,11,0,11,1,1996-07-13
Tevin Campbell,I'm Ready,1993-11-13_4,4,0,4,1,1993-11-13
Tevin Campbell,T.E.V.I.N.,1991-12-21_30,30,60,30,3,1991-12-21
Tevin Campbell,Tevin Campbell,1999-03-13_31,31,0,31,1,1999-03-13
Teyana Taylor,K.T.S.E.,2018-07-07_10,10,0,10,1,2018-07-07
Teyana Taylor,VII,2014-11-22_1,1,0,1,1,2014-11-22
Tha Alkaholiks,21 & Over,1993-09-11_23,23,0,23,1,1993-09-11
Tha Alkaholiks,Coast II Coast,1995-03-18_12,12,0,12,1,1995-03-18
Tha Alkaholiks,Likwidation,1997-09-13_15,15,0,15,1,1997-09-13
Tha Dogg Pound,Cali Iz Active,2006-07-15_5,5,0,5,1,2006-07-15
Tha Dogg Pound,Death Row Presents: Tha Dogg Pound 2002,2001-08-18_15,15,0,15,1,2001-08-18
Tha Dogg Pound,Dogg Chit,2007-04-14_24,24,0,24,1,2007-04-14
Tha Dogg Pound,Dogg Food,1995-11-11_28,28,0,28,1,1995-11-11
Tha Liks,X.O. Experience,2001-07-28_14,14,0,14,1,2001-07-28
The 2 Live Crew,2 Live Crew Is What We Are,1987-04-04_40,40,42,40,5,1987-04-04
The 2 Live Crew,As Nasty As They Wanna Be,1989-07-29_34,34,0,34,1,1989-07-29
The 2 Live Crew,Move Somethin',1988-06-18_37,37,46,37,4,1988-06-18
The 2 Live Crew,Shake A Lil' Somethin'....,1996-08-24_33,33,0,33,1,1996-08-24
The 2 Live Crew,Sports Weekend (As Nasty As They Wanna Be Part II),1991-11-02_35,35,0,35,1,1991-11-02
The 5th Dimension,Earthbound,1975-09-27_37,37,45,37,3,1975-09-27
The 5th Dimension,Individually & Collectively,1972-05-20_26,26,45,26,6,1972-05-20
The 5th Dimension,"Living Together, Growing Together",1973-04-07_39,39,0,39,1,1973-04-07
The 5th Dimension,"Love's Lines, Angles And Rhymes",1971-03-27_31,31,0,31,1,1971-03-27
The 5th Dimension,Portrait,1970-05-23_38,38,42,38,2,1970-05-23
The 5th Dimension,Stoned Soul Picnic,1968-08-31_21,21,47,21,2,1968-08-31
The 5th Dimension,The 5th Dimension/Live!!,1971-11-06_38,38,0,38,1,1971-11-06
The 5th Dimension,The Age Of Aquarius,1969-06-07_29,29,0,29,1,1969-06-07
The 5th Dimension,"Up, Up And Away",1967-07-29_19,19,0,19,1,1967-07-29
The Alchemist,1st Infantry,2004-10-09_11,11,99,11,2,2004-10-09
The Alchemist,Chemical Warfare,2009-07-25_13,13,0,13,1,2009-07-25
The Art Of Noise,(Who's Afraid Of) Art Of Noise,1984-07-07_32,32,57,32,2,1984-07-07
The Art Of Noise,Into Battle With The Art Of Noise,1984-04-07_39,39,44,39,2,1984-04-07
The Artist & The New Power Generation,Newpower Soul,1998-07-18_9,9,0,9,1,1998-07-18
The Beatles,Abbey Road,1970-02-21_40,40,43,40,5,1970-02-21
The Beatnuts,A Musical Massacre,1999-09-18_10,10,0,10,1,1999-09-18
The Beatnuts,Stone Crazy,1997-07-12_38,38,0,38,1,1997-07-12
The Beatnuts,Take It Or Squeeze It,2001-04-07_20,20,0,20,1,2001-04-07
The Beatnuts,The Beatnuts,1994-07-09_28,28,0,28,1,1994-07-09
The Black Eyed Peas,Behind The Front,1998-07-18_38,38,0,38,1,1998-07-18
The Black Eyed Peas,Bridging The Gap,2000-10-14_40,40,0,40,1,2000-10-14
The Black Eyed Peas,Elephunk,2003-07-12_23,23,0,23,1,2003-07-12
The Black Eyed Peas,Monkey Business,2005-06-25_1,1,0,1,1,2005-06-25
The Black Eyed Peas,The E.N.D.,2009-06-27_1,1,0,1,1,2009-06-27
The Blackbyrds,Action,1977-10-15_30,30,0,30,1,1977-10-15
The Blackbyrds,Better Days,1981-02-21_40,40,41,40,7,1981-02-21
The Blackbyrds,City Life,1975-12-13_34,34,46,34,3,1975-12-13
The Blackbyrds,"Cornbread, Earl And Me",1975-07-19_33,33,41,33,3,1975-07-19
The Blackbyrds,Flying Start,1974-12-14_39,39,52,39,2,1974-12-14
The Blackbyrds,The Blackbyrds,1974-07-06_38,38,49,38,3,1974-07-06
The Blackbyrds,Unfinished Business,1976-12-04_28,28,0,28,1,1976-12-04
The Boys,Messages From The Boys,1988-11-19_35,35,46,35,4,1988-11-19
The Boys,The Boys,1990-11-03_40,40,50,40,2,1990-11-03
The Brand New Heavies,Brother Sister,1994-04-09_26,26,0,26,1,1994-04-09
The Brand New Heavies,Shelter,1997-05-31_29,29,0,29,1,1997-05-31
The Brand New Heavies,The Brand New Heavies,1991-08-10_36,36,43,36,16,1991-08-10
The Braxtons,Braxton Family Christmas,2015-11-21_27,27,0,27,1,2015-11-21
The Braxtons,So Many Ways,1996-08-31_26,26,0,26,1,1996-08-31
The Brecker Brothers,Back To Back,1976-03-20_39,39,45,39,3,1976-03-20
The Brecker Brothers,The Brecker Brothers,1975-06-14_36,36,46,36,5,1975-06-14
The Brothers Johnson,Blam,1978-08-12_19,19,0,19,1,1978-08-12
The Brothers Johnson,Blast! (The Latest And The Greatest),1983-01-15_35,35,45,35,2,1983-01-15
The Brothers Johnson,Light Up The Night,1980-03-08_30,30,0,30,1,1980-03-08
The Brothers Johnson,Look Out For #1,1976-03-20_38,38,42,38,2,1976-03-20
The Brothers Johnson,Out Of Control,1984-08-11_38,38,57,38,2,1984-08-11
The Brothers Johnson,Right On Time,1977-05-21_36,36,0,36,1,1977-05-21
The Brothers Johnson,Winners,1981-07-25_36,36,0,36,1,1981-07-25
The Budos Band,Burnt Offering,2014-11-08_22,22,0,22,1,2014-11-08
The Budos Band,The Budos Band III,2010-08-28_29,29,0,29,1,2010-08-28
The Capitols,Dance The Cool Jerk,1966-07-30_16,16,0,16,1,1966-07-30
The Carters,EVERYTHING IS LOVE,2018-06-30_1,1,0,1,1,2018-06-30
The Chambers Brothers,A New Time-A New Day,1968-11-23_31,31,43,31,4,1968-11-23
The Chambers Brothers,"Love, Peace And Happiness",1970-01-17_33,33,0,33,1,1970-01-17
The Chambers Brothers,New Generation,1971-03-27_40,40,0,40,1,1971-03-27
The Chambers Brothers,The Time Has Come,1968-02-03_24,24,0,24,1,1968-02-03
"The Checkmates, Ltd.",Checkmates Ltd. Live At Caesar's Palace,1968-04-06_37,37,0,37,1,1968-04-06
The Chi-lites,(For God's Sake) Give More Power To The People,1971-08-07_36,36,0,36,1,1971-08-07
The Chi-lites,A Letter To Myself,1973-03-31_35,35,0,35,1,1973-03-31
The Chi-lites,A Lonely Man,1972-04-29_30,30,0,30,1,1972-04-29
The Chi-lites,Bottoms Up,1983-05-14_32,32,0,32,1,1983-05-14
The Chi-lites,Chi-Lites,1973-09-22_40,40,48,40,3,1973-09-22
The Chi-lites,Give It Away,1969-09-20_16,16,47,16,2,1969-09-20
The Chi-lites,Me And You,1982-03-27_40,40,45,40,5,1982-03-27
The Chi-lites,Toby,1974-07-27_38,38,50,38,3,1974-07-27
The Click,Game Related,1995-11-25_3,3,0,3,1,1995-11-25
The Click,Money & Muscle,2001-10-13_23,23,0,23,1,2001-10-13
The College Boyz,Radio Fusion Radio,1992-05-16_35,35,41,35,4,1992-05-16
The Comrads,The Comrads,1997-07-26_33,33,0,33,1,1997-07-26
The Comrads,Wake Up & Ball,2000-07-22_39,39,60,39,2,2000-07-22
The Congregation,Book I,2000-08-12_19,19,97,19,2,2000-08-12
The Conscious Daughters,Ear To The Street,1994-02-12_37,37,42,37,4,1994-02-12
The Conscious Daughters,Gamers,1996-03-23_29,29,0,29,1,1996-03-23
The Controllers,Stay,1986-06-21_33,33,43,33,2,1986-06-21
The Cool Kids,When Fish Ride Bicycles,2011-07-30_16,16,0,16,1,2011-07-30
The Counts,What's Up Front That-Counts,1972-06-10_38,38,44,38,3,1972-06-10
The Crusaders,At Their Best,1973-11-10_40,40,46,40,3,1973-11-10
The Crusaders,Chain Reaction,1975-09-06_38,38,50,38,2,1975-09-06
The Crusaders,Crusaders 1,1972-03-25_38,38,48,38,2,1972-03-25
The Crusaders,Free As The Wind,1977-06-18_40,40,0,40,1,1977-06-18
The Crusaders,Ghetto Blaster,1984-05-05_38,38,48,38,2,1984-05-05
The Crusaders,Images,1978-08-12_31,31,41,31,3,1978-08-12
The Crusaders,Lighthouse '68,1968-08-03_37,37,0,37,1,1968-08-03
The Crusaders,"Old Socks, New Shoes...New Socks, Old Shoes",1970-09-19_39,39,41,39,4,1970-09-19
The Crusaders,Rhapsody And Blues,1980-07-19_30,30,45,30,2,1980-07-19
The Crusaders,Scratch,1974-04-27_40,40,51,40,2,1974-04-27
The Crusaders,Southern Comfort,1974-11-23_32,32,45,32,2,1974-11-23
The Crusaders,Standing Tall,1981-10-31_33,33,45,33,3,1981-10-31
The Crusaders,Street Life,1979-06-16_25,25,48,25,2,1979-06-16
The Crusaders,The 2nd Crusade,1973-03-24_37,37,0,37,1,1973-03-24
The Crusaders,Those Southern Knights,1976-06-05_30,30,45,30,2,1976-06-05
The Crusaders,Unsung Heroes,1973-12-15_39,39,41,39,5,1973-12-15
The Crusaders With B.B.King And The Royal Philharmonic Orchestra,Royal Jam,1982-07-24_33,33,41,33,3,1982-07-24
The D.O.C.,Helter Skelter,1996-02-10_5,5,0,5,1,1996-02-10
The D.O.C.,No One Can Do It Better,1989-08-19_33,33,0,33,1,1989-08-19
The Dayton Family,F.B.I.,1996-10-19_7,7,74,7,2,1996-10-19
The Dayton Family,Welcome To The Dope House,2002-06-08_20,20,0,20,1,2002-06-08
The Dayton Family,What's On My Mind?,1995-06-10_40,40,43,40,26,1995-06-10
The Dean's List,Generation X,2012-04-21_29,29,0,29,1,2012-04-21
The Deele,Eyes Of A Stranger,1988-02-13_37,37,50,37,12,1988-02-13
The Deele,Material Thangz,1985-06-29_40,40,55,40,2,1985-06-29
The Deele,Street Beat,1984-01-07_39,39,42,39,4,1984-01-07
The Delfonics,Alive & Kicking,1974-05-18_36,36,43,36,3,1974-05-18
The Delfonics,La La Means I Love You,1968-06-08_28,28,43,28,2,1968-06-08
The Delfonics,Sound Of Sexy Soul,1969-02-22_29,29,0,29,1,1969-02-22
The Delfonics,Tell Me This Is A Dream,1972-06-24_26,26,0,26,1,1972-06-24
The Delfonics,The Delfonics,1970-08-15_30,30,46,30,2,1970-08-15
The Delfonics,The Delfonics Super Hits,1969-11-22_29,29,0,29,1,1969-11-22
The Dells,Freedom Means,1971-08-28_29,29,45,29,3,1971-08-28
The Dells,Give Your Baby A Standing Ovation,1973-07-07_34,34,50,34,2,1973-07-07
The Dells,I Touched A Dream,1980-09-06_34,34,43,34,5,1980-09-06
The Dells,"Like It Is, Like It Was",1970-03-07_39,39,49,39,2,1970-03-07
The Dells,Love Is Blue,1969-08-23_32,32,0,32,1,1969-08-23
The Dells,Sweet As Funk Can Be,1972-11-25_35,35,41,35,2,1972-11-25
The Dells,The Dells,1973-11-17_40,40,49,40,3,1973-11-17
The Dells,The Dells Musical Menu/Always Together,1969-03-01_32,32,0,32,1,1969-03-01
The Dells,The Dells vs. The Dramatics,1974-04-06_39,39,43,39,3,1974-04-06
The Dells,The Mighty Mighty Dells,1974-10-05_28,28,47,28,2,1974-10-05
The Dells,There Is,1968-05-25_31,31,41,31,2,1968-05-25
The Dells,"They Said It Couldn't Be Done, But We Did It",1977-05-28_40,40,42,40,4,1977-05-28
The Dells,We Got To Get Our Thing Together,1975-12-13_37,37,43,37,3,1975-12-13
The Demigodz,KILLmatic,2013-03-23_39,39,0,39,1,2013-03-23
The Diplomats,Diplomatic Immunity 2,2004-12-11_8,8,92,8,2,2004-12-11
The Diplomats Present Jim Jones,On My Way To Church,2004-09-11_4,4,65,4,2,2004-09-11
The Diplomats Presents JR Writer,History In The Making,2006-07-29_2,2,63,2,2,2006-07-29
The Dogs,The Dogs,1990-08-11_39,39,41,39,15,1990-08-11
The Doobie Brothers,One Step Closer,1980-11-08_31,31,41,31,4,1980-11-08
The Dove Shack,This Is The Shack,1995-09-09_13,13,0,13,1,1995-09-09
The Dramatics,10 1/2,1980-03-15_30,30,60,30,2,1980-03-15
The Dramatics,A Dramatic Experience,1973-11-03_36,36,47,36,2,1973-11-03
The Dramatics,"Any Time,any Place",1979-05-26_35,35,45,35,3,1979-05-26
The Dramatics,Do What You Wanna Do,1978-05-13_28,28,0,28,1,1978-05-13
The Dramatics,Dramatically Yours,1974-06-01_40,40,42,40,4,1974-06-01
The Dramatics,Joy Ride,1976-10-30_34,34,42,34,2,1976-10-30
The Dramatics,New Dimension,1982-06-26_40,40,44,40,3,1982-06-26
The Dramatics,Shake It Well,1977-08-20_29,29,44,29,2,1977-08-20
The Dramatics,The Dramatic Way,1980-12-20_38,38,43,38,4,1980-12-20
The Dramatics,Whatcha See Is Whatcha Get,1972-01-15_32,32,0,32,1,1972-01-15
The Drifters,The Drifters' Golden Hits,1968-04-20_34,34,0,34,1,1968-04-20
The Dynamic Superiors,Pure Pleasure,1975-08-30_40,40,50,40,2,1975-08-30
The Ebonys,The Ebonys,1974-03-09_39,39,42,39,4,1974-03-09
The Edwin Hawkins Singers,Let Us Go Into The House Of The Lord,1969-05-17_20,20,0,20,1,1969-05-17
The Edwin Hawkins' Singers,Wonderful,1977-03-05_40,40,41,40,8,1977-03-05
The Egyptian Lover,One Track Mind,1987-03-14_37,37,55,37,5,1987-03-14
The Emotions,Come Into My World,1979-12-22_35,35,50,35,2,1979-12-22
The Emotions,Flowers,1976-08-28_34,34,42,34,3,1976-08-28
The Emotions,Rejoice,1977-07-02_18,18,0,18,1,1977-07-02
The Emotions,Sincerely,1984-05-19_39,39,42,39,4,1984-05-19
The Emotions,Sunbeam,1978-08-19_36,36,0,36,1,1978-08-19
The Emotions,Sunshine,1978-01-14_39,39,41,39,7,1978-01-14
The Family,The Family,1985-09-14_24,24,42,24,2,1985-09-14
The Fatback Band,14 Karat,1980-11-15_32,32,53,32,2,1980-11-15
The Fatback Band,Fatback XII,1979-10-06_35,35,50,35,2,1979-10-06
The Fatback Band,Fired Up 'n' Kickin',1978-08-12_34,34,44,34,7,1978-08-12
The Fatback Band,Hot Box,1980-04-26_31,31,42,31,4,1980-04-26
The Fatback Band,Is This The Future,1983-04-16_40,40,0,40,1,1983-04-16
The Fatback Band,Night Fever,1976-09-04_39,39,43,39,3,1976-09-04
The Fatback Band,On The Floor,1982-07-31_31,31,42,31,4,1982-07-31
The Fatback Band,Raising Hell,1976-02-14_40,40,43,40,4,1976-02-14
The Fatback Band,Tasty Jam,1981-06-20_35,35,0,35,1,1981-06-20
The Five Stairsteps,2nd Ressurection,1976-04-10_38,38,51,38,5,1976-04-10
The Five Stairsteps,Love's Happening,1969-05-10_38,38,48,38,2,1969-05-10
The Five Stairsteps,Our Family Portrait,1968-01-20_28,28,0,28,1,1968-01-20
The Five Stairsteps,Stairsteps,1970-06-13_35,35,46,35,3,1970-06-13
The Five Stairsteps,The Five Stairsteps,1967-03-04_24,24,0,24,1,1967-03-04
The FlipMode Squad,The Imperial,1998-10-10_3,3,77,3,2,1998-10-10
The Floacist,The Floacist Presents: Floetic Soul,2010-11-27_20,20,0,20,1,2010-11-27
The Floaters,Floaters,1977-07-02_26,26,46,26,2,1977-07-02
The Floaters,Magic,1978-04-29_35,35,45,35,2,1978-04-29
The Foreign Exchange,Authenticity,2010-10-30_23,23,0,23,1,2010-10-30
The Foreign Exchange,Love In Flying Colors,2013-10-12_22,22,0,22,1,2013-10-12
The Foreign Exchange,Tales From The Land Of Milk And Honey,2015-09-12_12,12,0,12,1,2015-09-12
The Free Movement,I've Found Someone Of My Own,1972-02-12_34,34,0,34,1,1972-02-12
The Friends Of Distinction,Grazin',1969-05-10_33,33,0,33,1,1969-05-10
The Friends Of Distinction,Highly Distinct,1969-11-08_40,40,43,40,3,1969-11-08
The Friends Of Distinction,Real Friends,1970-04-11_37,37,44,37,2,1970-04-11
The Game,1992,2016-11-05_1,1,0,1,1,2016-11-05
The Game,Blood Moon: Year Of The Wolf,2014-11-01_1,1,0,1,1,2014-11-01
The Game,Doctor's Advocate,2006-12-02_1,1,0,1,1,2006-12-02
The Game,G.A.M.E.,2006-04-08_31,31,0,31,1,2006-04-08
The Game,Jesus Piece,2012-12-29_1,1,0,1,1,2012-12-29
The Game,LAX,2008-09-13_1,1,0,1,1,2008-09-13
The Game,Streets Of Compton,2016-07-09_4,4,0,4,1,2016-07-09
The Game,The Documentary,2005-02-05_1,1,69,1,2,2005-02-05
The Game,The Documentary 2,2015-10-31_1,1,0,1,1,2015-10-31
The Game,The Documentary 2.5,2015-11-07_2,2,0,2,1,2015-11-07
The Game,The R.E.D. Album,2011-09-10_1,1,0,1,1,2011-09-10
The Game,Untold Story,2004-11-06_29,29,0,29,1,2004-11-06
The Game,Untold Story: Volume II,2005-08-13_29,29,0,29,1,2005-08-13
The Game,West Coast Resurrection,2005-04-16_24,24,0,24,1,2005-04-16
The Gap Band,Gap Band 8,1987-01-24_34,34,50,34,3,1987-01-24
The Gap Band,Gap Band Iv,1982-06-19_6,6,0,6,1,1982-06-19
The Gap Band,Gap Band V-jammin',1983-09-17_29,29,0,29,1,1983-09-17
The Gap Band,Gap Band VI,1985-01-12_27,27,0,27,1,1985-01-12
The Gap Band,Gap Band VII,1986-01-25_40,40,55,40,2,1986-01-25
The Gap Band,Round Trip,1989-12-23_37,37,41,37,4,1989-12-23
The Gap Band,The Gap Band,1979-05-12_35,35,52,35,3,1979-05-12
The Gap Band,The Gap Band III,1981-01-10_19,19,0,19,1,1981-01-10
The Gap Band,The Gap Band Ii,1980-01-05_23,23,57,23,3,1980-01-05
The Ghetto Boys,Grip It On That Other Level,1990-03-03_28,28,41,28,11,1990-03-03
The Grouch & Eligh,The Tortoise And The Crow,2014-03-08_25,25,0,25,1,2014-03-08
The Hesitations,The New Born Free,1968-02-24_30,30,0,30,1,1968-02-24
The Honey Cone,Soulful Tapestry,1971-12-04_39,39,0,39,1,1971-12-04
The Honey Cone,Sweet Replies,1971-07-03_32,32,41,32,2,1971-07-03
The Hues Corporation,Love Corporation,1975-08-02_40,40,47,40,4,1975-08-02
The Hues Corporation,Rockin' Soul,1974-12-14_36,36,46,36,2,1974-12-14
The Human League,Crash,1986-11-08_37,37,43,37,4,1986-11-08
The Impressions,Check Out Your Mind,1970-10-10_31,31,0,31,1,1970-10-10
The Impressions,Finally Got Myself Together,1974-06-01_39,39,43,39,3,1974-06-01
The Impressions,First Impressions,1975-07-19_31,31,45,31,2,1975-07-19
The Impressions,Keep On Pushing,1965-01-30_4,4,0,4,1,1965-01-30
The Impressions,Loving Power,1976-03-20_36,36,47,36,2,1976-03-20
The Impressions,One By One,1965-09-11_9,9,0,9,1,1965-09-11
The Impressions,People Get Ready,1965-03-06_8,8,0,8,1,1965-03-06
The Impressions,Preacher Man,1973-04-07_35,35,41,35,3,1973-04-07
The Impressions,Ridin' High,1966-03-12_16,16,0,16,1,1966-03-12
The Impressions,The Fabulous Impressions,1967-07-15_30,30,0,30,1,1967-07-15
The Impressions,The Young Mods' Forgotten Story,1969-05-10_28,28,0,28,1,1969-05-10
The Impressions,This Is My Country,1968-11-30_31,31,44,31,3,1968-11-30
The Impressions,Three The Hard Way,1974-07-27_35,35,45,35,2,1974-07-27
The Impressions,We're A Winner,1968-03-02_28,28,0,28,1,1968-03-02
The Independents,The First Time We Met,1973-05-19_40,40,48,40,15,1973-05-19
The Internet,Ego Death,2015-07-18_9,9,0,9,1,2015-07-18
The Internet,Hive Mind,2018-08-04_14,14,0,14,1,2018-08-04
The Intruders,Cowboys To Girls,1968-08-10_18,18,43,18,5,1968-08-10
The Intruders,Save The Children,1973-06-02_38,38,45,38,3,1973-06-02
The Intruders,The Intruders Are Together,1968-01-13_30,30,0,30,1,1968-01-13
The Invisible Man's Band,The Invisible Man's Band,1980-06-07_36,36,0,36,1,1980-06-07
The Isley Brothers,3 + 3,1973-09-15_37,37,48,37,2,1973-09-15
The Isley Brothers,Between The Sheets,1983-06-04_20,20,0,20,1,1983-06-04
The Isley Brothers,"Brother, Brother, Brother",1972-07-01_28,28,0,28,1,1972-07-01
The Isley Brothers,Forever Gold,1977-11-12_40,40,43,40,4,1977-11-12
The Isley Brothers,Givin' It Back,1971-09-25_34,34,0,34,1,1971-09-25
The Isley Brothers,Go All The Way,1980-04-19_7,7,0,7,1,1980-04-19
The Isley Brothers,Go For Your Guns,1977-04-16_25,25,0,25,1,1977-04-16
The Isley Brothers,Grand Slam,1981-03-21_35,35,0,35,1,1981-03-21
The Isley Brothers,Harvest For The World,1976-05-29_34,34,0,34,1,1976-05-29
The Isley Brothers,Inside You,1981-10-31_35,35,0,35,1,1981-10-31
The Isley Brothers,It's Our Thing,1969-05-03_7,7,45,7,2,1969-05-03
